TRA_ID,ATA_TEXTO
2530,alo. buenas noches joven hágame un favor talvez con el señor josé hurtado. dígale que es la hermana tengo una urgencia no sea malo por favor. si por favor vera lo que pasa es que necesito no se una una ambulancia para trasladarle a una un paciente al hospital católico. varón. es 78 que es lo que le paso lo que pasa que está con un derrame por posible derrame eh eh le hicimos unos exámenes entonces necesito hable con el médico y me dijo que traiga acá al hospital católico. es en la remigio remigio como es remigio tamariz y remigio romero. vera es de la herradura no sé si se ubique a mano izquierda. en la remigio tamariz al lado de refery es el nuevo refery que está justo ahí en la remigio tamariz. le coordino la emergencia estamos para servirle muchas gracias
2547,si buenos días. le estoy llamando desde san joaquín cuenca hágame un favor le habla el rector de la unidad educativa san joaquín estamos en la inauguración de unas jornadas deportivas y no han enviado oficio mis compañeros pero aquí estamos casi con 1000 personas y necesitamos personal de la emov. para que nos ayuden un poquito con el tránsito es rápido una media hora. licenciado eduardo zambrano. san joaquin gracias
2555,muy buenos días hágame un favor señor no sé si me puede ayudar con un patrullaje. estoy con una persona que está con un tarro de solución en el parque de la casa ya ha pasado varias veces que les amenaza y les sigue a las señoras entonces nuevamente está ahí justo hace un ratito la mama había salido a la tienda y le había comenzado a seguir es en el parque de la urbanización narancay por la parte de indurama. es en la calle villalobos y la pajara pinta justo en el parque grande que hay ahí. pedro gómez. muy amable gracias
2568,buenos días eh si lo que pasa es que tenemos una pacientita que está en trabajo de parto en pucamuro y necesitamos trasladarle al hospital de gualaceo. en pucamuro le estoy llamando desde el subcentro de salud de jadan. a pucamuro si pucamuro. si en el centro de pucamuro. no no no es en el centro de pucamuro o algún punto de referencia. lado del cementerio. ya ayúdeme con su nombre por favor. listo coordinamos su emergencia estamos para servirle. 18 años
2578,cómo está hágame un favor un señor está en estado etílico está en el carro y no puede manejar está durmiendo está en la calle no sé si pueden mandar a alguien que le vea ya. suzuki rojo. acp-305. esta es la roberto crespo y manuel ormaza o nicanor nicanor aguilar. está a una cuadra y media de la escuela de bomberos. aja. su nombre ayúdeme. le coordino la emergencia estamos para servirle muchas gracias
2580,buenos días tenga la bondad le estoy llamando no sé si pueda yo pueda avisarle que un carrito aquí en cristo rey en el parque de cristo rey ahí está estacionado le queremos hacer levantar y no se levanta se ha quedado con el carro prendido y está en última borrachera. perdon. es un vehiculo pequeño de placas 956. a ver es la afx956. es un gris ahí está estacionado ahurita tambien que le vi yo que hago el recorrido con mi perro vengo ahi viendo que sigue ahi. beatriz singre. ya señor porque estan en ultima borrachera yo tuve un accidente que me dejaron casi invalida con un borracho asi por eso me da iras. ya señor muchas gracias
2600,buenas tardes. estoy llamando de acá del control sur si me puede ayudar es que tengo mi esposo siempre me ha maltrata ahorita está bien borracho y me enoja demasiado en control sur por favor. perdón. bueno ricardo duran bomba terpel
2637,muy buenos dias hagame un favor lo que pasa es que el vecino de lado le esta pegando a la esposa y la niña vino a pedirme ayuda. eh si es en la calle del acordeon detras de las bodegas eljuri. si hagame un favor lo que pasa es que la niña esta bien descontrolada esta aqui nosotros somos vecinos. si. eh perdon. es calle del acordeon detras de las bodegas de juan eljuri camino a miraflores. si si justo de la panaderia don pan un poquito mas a una media cuadra masomenos. si. ya hecho yo ya les espero afuera. hecho ya muy amable gracias
2638,muy buenos muy buenos dias tenga la bondad hay un incendio aqui en un bosque por el sector de las antenas de misicata. un poquito antes poquito antes de llegar a las antenas de misicata. via a las antenas se llama via a las antenas en un tanque de agua tanque de agua creo que se llama. cristhian berrezueta. ya muchas gracias
2644,como esta hágame el favor necesito hacer un traslado de dinero del banco del pichincha aquí en azogues hasta el banco del austro. si. eh byron tene. muchas gracias en banco del pichincha de azogues
2670,buenas llame hace hace poco tiempo para que me ayuden con unos policías por que hay unas personas que se quieren ir sin pagar el cafecito pero no llegan los policías. honorato vázquez y 7 36 y luis cordero. hace unos 10 minutos. ya por favor estamos justito a lado a ladito de del de ese pai improvisado que han puesto la policía aquí diagonal a la iglesia la merced. gracias
2672,si buenos dias hagame un favor le estoy llamando de aqui de giron. le necesito a lo mejor si me puede ayudar este lo que pasa es que alguien se ha entrado a la casa. ya en la como es  eloy alvarez y bolivar. y bolivar. en los bajos del hostal jr. vilma romero. ya muchas gracias
2677,alo buenos días eh un favor estoy en un bus que esta llevando exceso de pasajeros y quiere seguir cargando mas pasajeros. es una transportes cañar. una transportes cañar. esta ya saliendo de biblian yendo a entrar a azogues. a azogues bueno se esta yendo a cuenca pero sigue metiendo mas pasajeros. eh no pero estamos a la altura del del cementerio de biblian. ayudeme por favor con su nombre. Chandel maya coordino su emergencia estamos para servirle. vos no pares burro. no le escucho muy bien. gracias señor
2691,a muy buenas noches amigo disculpe lo que pasa es que quiero llamar a hacer una denuncia. alo si me escucha si quiero llamar a hacer una denuncia soy del cantón camilo ponce enriquez. lo que pasa es que hay hay un billar con una cancha de volley aquí a a media cuadra y es un escandalo que hacen ahí y la policía pasa y no les dicen nada y no no se como a lado viven una mojas es un convento de monjas y estarán borrachos pero es cuestión de todos los días ya son 11 de la noche pues señor esto es un escandalo publico. no tiene nombre es un billar nuevo que que ósea no es tan nuevo no no nombre creo que no lo conozco. en el barrio 3 de noviembre aquí la policía ya sabe barrio 3 de noviembre el billar que quedan en las canchas de vóley. eh como le puedo decir a lado de. perdón. no no la calle vera las calles de ponce enriquez aquí donde queda el billar es la 28 de marzo y 3 de noviembre. claro en entre 3 de noviembre y avenida rio 7 ahí mas ahí el medio. en la 28 de marzo. mi nombre ovidio rendon. ok
2725,este aqui este le llamo soy guardia del ministerio y necesito el apoyo de un policia porque un señor esta se esta portando grosero ya la segunda vez. esta agrediendo fisicamente con palabras groseras a las doctoras. verbalmente las esta ofendiendo ya la segunda vez. si. octavio chacon. y pineda transversal de lo que es en el cecap. si dentro del cecap. carlos julio ibarra piso
2731,buenos dias buenas tardes tenga la bondad lo que pasa es que me acaban de robar aqui por la calle juan montalvo entre sucre y bolivar. una pareja no se como puedo hacer la denuncia para. hace unos 30 minutos. si. ya. ya y el joven. ya un favor con direccion hacia donde se fueron estas personas. no les vio. una laptop. ya. me ayuda con su nombre por favor. ya mi señora catalina le coordinamos enseguida la emergencia estamos para servirle buenas tardes
2759,buenas noches vera. ayudeme en la abdala bucaran como quien se va al rio guaquillas aqui en la primera empacadora que vayan policias a ver porque han estado queriendo entrar a mi casa y vuelta estan queriendo entrar. estan como 6 6 en moto 9 incluso hay una casa de losa ahi se meten ayer la policia no entro a la casa de losa. solo de afuera nomas estaban ahi y no entraron. si. abdala bucaram como quien se va  al rio guaquillas en la primera empacadora. en la feria de chanchos de ahi va al rio guaquillas. es que solo se que es granda granda o algo asi una granda propiedad granda. no hay letreros oiga por eso digo que la policia nunca viene. es lo que hacen los ladrones roban y hasta matan aqui. ayer di la misma direccion y fueron los policias ayer di la misma direccion abdala bucaram como quien se va a rio huaquillas en la primera empacadora y bien que se dieron ayer la policia. si en la primera empacadora pero. empacadora. si al frente hay de una casa esquinera  ahi quieren entrar esa es mi casa y ahi viene otra casa y la siguiente casa que es la casa de losa ahi se meten los ladrones siempre incluso la policia no entro ayer afuera nomas estaban ni entraron a ver. yuli lema el mismo nombre que di ayer. lema. ya
2771,alo. tenga la bondad mas es el por la zona de oh bueno o si requeririamos una asistencia de responsables de transito en las calles. porque hay unos conductores taxistas que estan libando en la calle y se encuentran en mal estado. si se encuentran en las unidades de taxis no estan conduciendo de hecho pero estan aparcados frente a una institucion educativa que esl ciudad de cuenca. ahi se encuentran ellos. es la escuela no el colegio. en la calle maria auxiliadora algo asi me dijeron y la transversal y justo en esa manzana de la escuela por ahi mismo se encuentran. manuela cañizares creo que es. la pio montufar es la transversal que le dije. si ellos estan en la que cruza practicamente. si si ahi ahi. en 2 pero estan 4 personas ahi. y todos estan en estado etilico todos. hernesto sereno. ya buenas tardes
2782,quisiera reportar un incendio que esta en como yendo por la autopista hacia cuenca. a unos 50 metros. si aja. a 50 metros del del de la entrada al tio tom. si a unos 50 metros mas alla estan encendidos alli los arboles. priscila cabrera. si. perdon
2810,como esta disculpe a lado de mi casa una vecina se le esta inundando la casa no se si me podria ayudar. creo que se le ha roto alguna tuberia o algo y ya esta inundada la casa. si osea es de recursos bajos la vecina. ya. dejeme dejeme le pregunto a mi papi ya. ya le pregunto a mi papi enseguida. oye cual es la direccion anastacio oleas. y juan pio montufar. eh mas arriba del upc. si. del coral centro unas 7 cuadras mas arriba. si del coral centro unas 7 cuadras para apara aca atras. aja de ahi del upc dos cuadras para arriba. y en la esquina estan justo ahi estan construyendo unas casas es una calle de tierra. ya. e pablo barrera. muchas gracias
2817,buenas noches tenga la bondad estoy llamando la ambulancia. no sea malito mija se desmayo y no se que hacer no puede respirar. si no se que hacerle que le doy que hago. es hucubamba poligono de tiro en todo el poligono de tiro. si. si. es subida paccha en toda poligono de tiro donde disparan. si aqui aqui subida paccha por la autopista. ya. no no aca por la por la por la avenida del de la subida paccha todo el poligono de tiro en donde es el puente. si. rosalia jarillo. ya aciento. a ya. doctorita por favor una chica desmayada si
2831,Alo buenas noches oiga  hagame un favor vea estan andando dos jovenes por aca arriba uno con casaca negra y una con casaca ploma y otro con un gorro rojo no sea malito oiga estan andando jalado marihuana y andando queriendo llevar a mi hija. oiga recien se fueron bajando para abajo para a lado abajo para el control bajando se fueron perdiendo les estaba siguiendo pero no se por donde se fueron. con e casandra espinoza. es en la avenida ricardo duran ya se fueron bajando para abajo oiga. es en toda la via grande la que se va para hasta el control creo que estan yendose caminando oiga pero se escondieron ya no aparecen. es de la de la de la del colegio manuel cordova mas abajo. unos dos o cinco metros pero ya estan yendose para abajo usted si puede cogerles por abajo por donde estan yendose. ha de ser unos  ellos ya se fueron para abajo para el control creo que incluso se fueron a comprar por que mi hija se fue igual oiga y eso quiero que me ayude oiga no sea malito. para abajo se por la via. si no por la avenida ricardo duran estan bajando para abajo para ir al control. si si si. ya gracias
2832,vera mi emergencia es que vivo por el bosque del bosque dos de monay. el problema es que desde las 8 de la noche hay tres tipos sospechosos que estan rondando por mi casa yo estaba con mi enamorada y ella me dijo que le han querido asaltar yo solo me descuido un ratito entre a mi cuarto a mi casa a bajar las llaves para salir le quisieron robar por suerte ella se metio en mi casa le cerro la puerta y no paso nada ahora salgo para irle a dejar en el carro obviamente y siguen los mismos chicos rondando por ahi. son tres el uno con una casaca son son asi con capuchas y medio vagos pero son tres asi en la cara asi medio fichas. medio ploma verde y cafe asi. medio altos y medio con ropa asi bien floja vagos bien vagos. vera yo vivo frente al al subcentro del bosque dos es en plena esquina es entre lima y popayan es mi casa pero la calle entonces la de abajo es la popayan. si de la avenida 24 de mayo se entra por la agencia del mercurio donde dice agencia del mercurio todo ese sector de la esquina mas o menos toda la manzana del rededor del barrio del bosque dos todo todo andan rondando y si estan robando. porque incluso yo les quede viendo y me dijeron que pasa si para ir a robarme y me fui de una ya conozco a esa people como es. claro mi nombre es francisco galan. si buenas noches
2843,señor hagame un favor no se si es que es el numero correcto pero como puedo reportar a un carro que se ha estacionado en mi garage en el centro y no puedo entrar alguien me puede ayudar dandome el numero telefonico de los señores de transito. bolivar 450 y vargas machuca. si. 450 y vargas machuca. aja. muy amable. por su puesto. alo alo mi señora. ya no se preocupe me dice que es un carro negro nomas no es cierto. ya no se preocupe le voy a coordinar la emergencia ayudeme con su nombre. doris astudillo. listo señora astudillo. muy amable muchas gracias. hasta luego
2851,alo buenos dias. 911. tenga la bondad eh queremos que nos venga a traer un enfermito de emergencia porque se esta desangrando mucho aqui en la feria libre de papas. aqui en el parque en la hay dios mio virgen santa aqui vea en la plaza de papas aqui en el merc en la feria libre en el mercado mayorista grande porfavor. si. si si si si. chuta no se le esta reventado una vena y esta desangrando mucho. perdon. de de del de la pierna de la pierna. tamia leon. la edad del señor es 60 años. 63 63 años. mande. no sea malito por favor este instante pero no sea malito. gracias
2853,muy buenas tardes tenga la bondad eh parece que hay un incendio aca por la por la via deleg de la entrada pampa zamora asi mismo creo que hicieron alguien creo que queria hacer algun fuego de quemar algun algun monte controladamente pero esta bastante humo y de pronto asi se quemo la otra vez el bosque por aca. no esta ya bastante humo es es mas abajo de la urbanizacion miravalle no se si se ubica con el conocimiento. soy wilson cajamarca. muy amable dios le pague gracias
2890,estos. como esta buenas lo que pasa es que estan unas personas fuera de mi casa unas personas tomando haciendo bulla haciendo relajo sera que puede mandar una unidad. manuel vega y. ayudeme con su nombre. coordinamos su emergencia estamos para servirle
2892,eh buenas noches señor le hablo desde el sector san joaquin al lado del colegio la alborada. buenas noches oiga hubo una fuerte explosion y se fue la luz de todo el sector. ah ya oiga. a ya ya ya ya y que es grave la cosa. ya señor muy amable gracias. hasta luego
2930,oiga muy buenos dias quisiera pedir ayuda que hay una quema de santa isabel para acá abajo un cañal se está quemando. si es un cañal noce del lado de abajo salió la candela y aqui hay una casa al lado parece que va a pasar la candela para acá. del ramal para acá abajo. eh ahí donde donde se sube a santa isabel y la otra eh va para cuenca ahi el ramal para que vea ahi esta de ver nomas esta una humareda horrible es un cañal grandote está acabandose de quemar. si si en santa isabel. rosa merchan. si buenos dias oiga quisiera que ayuden esta quemandose el cañal del del don hernán ávila haber del ramal para aca abajo. igual se esta quemando
2933,buenas noches señor en la calle larga y bajada del padron hay como unos 12 señores que estan tomando y en la droga si fuera tan amable de venir para que alguien les mande de ahi. si. tomando exactamente. carla sanchez. muchas gracias hasta luego
2937,si buenas noches mi estimado mi nombre es edmundo ordoñez y yo vivo en la avenida 10 de agosto y avenida loja por el sector de la iglesia del verbo. atras de una calle de tierra le comento que justo atras de la iglesia estan unos 3 o 4 vehiculos con varios jovenes que estan libando y estan haciendo bastante bulla usted sabe mis hijos mis sobrinas ya tuvieron que entrar estaban jugando en la calle entonces estan libando ahi ya se les dijo. estan unos 3 vehiculos y varias personas deben estar unos 10 8 jovenes ahi entonces justo atras de la iglesia del verbo en la calle de tierra. en la avenida 10 de agosto y avenida loja. edmundo ordoñez si. yo le agradezco muchas gracias ok
2946,si buenas noches disculpe hagame un favor estoy llamando de aqui de la comunidad de tumbuwayco es que lo que pasa es que en la plena gruta eh hace unos 20 minutos llegaron unos 2 carros y estan unos chicos ahi y no no se van oiga no se que. para javier loyola. mm es de shuyin para aca en tumbuwayco de shuyin para aca. eh maria zumba. no lo que pasa es que nosotros acabamos viniendo yo vivo por aca y ya y llegamos y ahi justo nosotros estabamos subiendo y llegaron unos dos carros parece que estan unos 4 o 6 hombres pero nosotros ya venimos mas para aca igual estamos parados viendo aqui pero los ahi estan en los dos carros y no no se mueven de ahi de la gruta para mas abajito. no se escuchamos que esta bulla bulla pero estaban ahi en la plena gruta ahorita llego un carro y ahi para llevar a unos señores y se fue pero ya los chicos bajaron y estan en el carro pero no prenden nada y estan ahi los dos carros estan ahi parados. perdon. bueno
2962,eh señor buenas tardes bueno no es ninguna emergencia como para hacerles apurar vera señorsito hace unos 15 dias mas o menos llamamos por un arbol que esta por caerse encima de mi vivienda. y entonces ustedes habian ofrecido pero no me habian dicho la fecha ni estoy llamando a hacer acordar. es la avenida. bolivariano y los chasquis. si. esas son las calles ahi dijo un señor que estaba anotando ya las calles la vez que llamo mi hijo. decimos juegos bolivarianos y los chasquis es ahi en la parada de buses linea 19 es si entre patamarca todo eso para arriba pero. como quien va a la villa dorada a las orquideas ahi son los decimos juegos bolivarianos. si encima de mi casa esta un arbol desde que era chiquito la dueña le dijo que corte el arbol que va a crecer y con el tiempo va a ser eh peligroso pero no me hace caso la dueña ahora lo que dice es corte usted yo que voy a cortar a mi no me esta estorbando. mm la avenida patamarca esta abajo la decimos juegos bolivarianos esta arriba por los chasquis. vera señorsito lo que pasa es que ahi hay una parada de buses arriba linea 19 ahi hay una ye entonces esa que baja es los chasquis y la decimos juegos boliados boli bolivarianos es la que va recto como quien va a salir a las orquideas. ahi mismo donde le estoy diciendo puede llegar a mi casa y. en el hay una ye pero la ye divide para abajo para la. ahi en los chasquis esta junto al lindero de mi terreno. esta entre los chasquis y decimos juegos bolivarianos. carmen deleg
2964,señor buenas tardes ya le pongo a mi haber habla habla. alo buenas tardes. noce si fue con usted que hable hace un momento por un teléfono. osea me un compañero un compañero suyo me dijo que me acerque a la dirección donde me da el localizador del teléfono. que venía para acá una patrulla algo asi pero ya estamos esperando un buen rato para ver si si viene o no. en la calle saraurco. y mantenses. si. bueno gracias. buenas tardes
2967,tenga la bondad sargento saritumas nos puede mandar una unidad a la simón bolívar y a la tarqui porfavor. un problema con unos señores con billetes falsos. sergio parado. si bornes aqui y simón bolívar. muchas gracias
2984,buenas tardes sabe que tengo un problema aqui al lado del banco de pichincha. vera yo tengo recien vengo operandome de la vista y tengo un hijo que es un malcriado le quiere pegar a la mama ha botado todas las cosas quisiera que me apoyen en ese sentido. al lado del banco del pichincha hay un salon al lado de un salon de que se vende comida. de aqui de azogues. jeiner vargas solano. este es como se llama el salon oye islas de la amazonas. buenas tardes alo. ya eh
2988,si buenos días. tenga la bondad oiga necesito aca unos policías porque están unos cuatro borrachos que se pelean que se hablan varias cochinadas no dejan pasar a la gente. aquí en la registraduría de la propiedad al frente de la registraduría en la registro ferial en la carrera cuenca. en la carrera cuenca al lado del. eh luis eh josé gálvez. jose galvez. jose rodrigez. ya gracias
2992,alo buenas noches. aqui esta porfavor aca al lado estan unos niños menor de edad tomando. aca lado estero piedras. aca al lado del colegio. si porfavor que venga a dar. no aca en estero piedras. no aca en estero piedras de tamarindo mas aca. colegio de estero piedras. mande. si pertenece a molleturo. canton cuenca. su nombre ayudeme. le coordino la emergencia estamos para servirle muchas gracias
3002,buenas noches hagame un favor enorme al lado de mi casa hay un grupo de jovenes que no dejan de estar gritando estan con musica y de seguro tambien deben estar consumiendo licor. gaspar y jovellanos y 12 de octubre. justamente en plena esquina ahi hay un terreno valdio y estan. isabel andrade. gracias
3009,buenos dias señor tenga la bondad necesitamos una patrulla en la parte de aca de la nueve en la octavio dias y juan jose flores. lo que pasa que tenemos un problema aqui nosotros somos una oficina de productos naturales y tenemos un problema aca con unas personas que nos vienen a hacer este a querernos robar. si estan con un producto aqui osea ellos vienen a a querernos querernos se se llevar los productos de aqui. ese es el problema que no. el local de natural garden. es que lo que pasa que ellos estan ayudando un fuerte dinero aqui a la empresa y en este momento han mandado a otras personas para que hagan cambio de productos entonces el administrador le dice que ese producto queda aqui retenido hasta que cancelen lo que deben entonces ellos estan queriendo llevarse vuelta el producto para afuera. wilmer vivanco. ya
3013,muy buenas muy buenas tardes. por favor puede mandar una unidad aca a la ollas del cajas. a la olla del cajas vía a el cajas. eh tenemos aquí un problema con un carro que cayó una pelota en el y que está que se le trizo el parabris y aquí estamos con un problema. es el señor que que se le rompe el parabris y quiere que le demos dinero dinero que no contamos. no no estaban jugan estaban jugando voley y se le brinco la pelota en el camino y cayó eso y esta aqui que eh. a las ollas del cajas. al kilometro 16 via al cajas a las ollas del cajas. ollas del cajas ollas del cajas. ollas del cajas se llama. si si el kilómetro 16. juan ivan. juan ivan. quishpe. las ollas del cajas
3029,eh bueno buenas dias buenas tardes necesito una ambulancia en las calles benigno malo. y la otra calle benigno malo y y sangurima sangurima y benigno malo. hay un hay un un hombre que esta eh es es se está ahogando en la calle está botado ahi en la vereda esta botando espuma por la boca si puede venir lo más rápido posible. perdón. si si justamente en la esquina ahí está le estamos viendo ahorita. si en la vereda. de cuantos de cuantos mas o menos años de unos cuarenta años me dice. esta en estado etílico esta borracho si si si dice. perdón. jhonny torres. perdón. ya listo eh muchas gracias lo mas rapido posible
3053,buenas tardes tenga la bondad no sé si me podrían ayudar me acaban de chocar en la feria libre pero tengo la placa del taxi. ya por que el señor se huyó. si si tengo la placa no sé si me puede ayudar con las camaras. aaw-624. si. en todo el redondel de del de la feria libre. es que mira yo trabajaba en el ecu y yo sé que si se puede me entiendes si se puede seguirle al taxi a. claro bueno ya voy a hablar entonces con el encargado ya gracias. si para que me despachen por eso. es que no se las calles es en todo el redondel de aquí de de. de la feria libre. en las américas si. remigio crespo. adriana jaramillo. con quien hablo. es que estoy tan nerviosa javier estaba con mi amiga embarazada ella se puso mal. ya porfa haga. ya javi chao
